case_id,example_displayed_sign,example_exact_jel_codes,example_false_side,example_original_sign,example_outcome,example_overlap_ratio,example_paper_id,example_treatment,example_true_side,jel_overlap_ratio,jel_similarity,matching_rule,pair_case_type,selection_score,shared_exact_jel_codes,shared_exact_jel_count,target_exact_jel_codes,target_exact_jel_count,target_outcome,target_paper_id,target_side,target_sign,target_treatment,task_name,union_exact_jel_count,variant
task2_jel_similarity_side_capped_jel_similarity_000076,+,"[""E24"", ""E2"", ""E32""]",liberal,+,unemployment rate,0.6667,19265,increase in unemployment benefits,conservative,1.0,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""E24"", ""E32""]",2,"[""E24"", ""E32""]",2,Output-employment comovement,5721,liberal,+,Demand shocks,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000077,None,"[""J23"", ""J38""]",conservative,None,"Labor supply (hours, overtime, bonuses, jobs)",0.5,15745,New payroll tax regime,liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""J23""]",1,"[""J23""]",1,Hourly employment (Arbeiter),5724,liberal,+,Reduction in standard hours,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000078,-,"[""J23""]",liberal,-,City employment rate,1.0,20568,City-wide wage increase,conservative,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""J23""]",1,"[""J23""]",1,Hourly employment (Arbeiter),5724,liberal,+,Reduction in standard hours,task2,1,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000079,None,"[""J23"", ""J38""]",conservative,None,"Labor supply (hours, overtime, bonuses, jobs)",0.5,15745,New payroll tax regime,liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""J23""]",1,"[""J23""]",1,Probability of involuntary separation (Arbeiter),5724,liberal,-,Reduction in standard hours,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000080,-,"[""J23""]",liberal,-,City employment rate,1.0,20568,City-wide wage increase,conservative,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""J23""]",1,"[""J23""]",1,Probability of involuntary separation (Arbeiter),5724,liberal,-,Reduction in standard hours,task2,1,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000081,None,"[""J23"", ""J38""]",conservative,None,"Labor supply (hours, overtime, bonuses, jobs)",0.5,15745,New payroll tax regime,liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""J23""]",1,"[""J23""]",1,Salaried employment (Angestellten),5724,liberal,+,Reduction in standard hours,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000082,-,"[""J23""]",liberal,-,City employment rate,1.0,20568,City-wide wage increase,conservative,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""J23""]",1,"[""J23""]",1,Salaried employment (Angestellten),5724,liberal,+,Reduction in standard hours,task2,1,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000083,None,"[""J23"", ""J38""]",conservative,None,"Labor supply (hours, overtime, bonuses, jobs)",0.5,15745,New payroll tax regime,liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""J23""]",1,"[""J23""]",1,Straight-time hourly wage,5724,liberal,+,Reduction in standard hours,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000084,-,"[""J23""]",liberal,-,City employment rate,1.0,20568,City-wide wage increase,conservative,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""J23""]",1,"[""J23""]",1,Straight-time hourly wage,5724,liberal,+,Reduction in standard hours,task2,1,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000085,None,"[""J23"", ""J38""]",conservative,None,"Labor supply (hours, overtime, bonuses, jobs)",0.5,15745,New payroll tax regime,liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""J23""]",1,"[""J23""]",1,Wage bill (Arbeiter),5724,liberal,+,Reduction in standard hours,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000086,-,"[""J23""]",liberal,-,City employment rate,1.0,20568,City-wide wage increase,conservative,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""J23""]",1,"[""J23""]",1,Wage bill (Arbeiter),5724,liberal,+,Reduction in standard hours,task2,1,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000087,None,"[""J23"", ""J38""]",conservative,None,"Labor supply (hours, overtime, bonuses, jobs)",0.5,15745,New payroll tax regime,liberal,1.0,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""J23""]",1,"[""J23""]",1,Worker-hours (hourly-paid workers),5724,conservative,-,Reduction in standard hours,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000088,-,"[""J23""]",liberal,-,City employment rate,1.0,20568,City-wide wage increase,conservative,1.0,1.0,jaccard_jel_similarity,cons-cons,1.0,"[""J23""]",1,"[""J23""]",1,Worker-hours (hourly-paid workers),5724,conservative,-,Reduction in standard hours,task2,1,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000089,+,"[""I38""]",conservative,+,Adult AFQT score,1.0,4406,Head Start participation,liberal,0.5,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""I38""]",1,"[""I38"", ""I28""]",2,Cognitive test scores,5805,liberal,+,Head Start participation,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000090,+,"[""I38"", ""H24""]",liberal,+,Employment,0.5,7363,Welfare maximum benefit reduction,conservative,0.5,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""I38""]",1,"[""I38"", ""I28""]",2,Cognitive test scores,5805,liberal,+,Head Start participation,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000091,-,"[""J26"", ""J22""]",liberal,-,Household labor earnings,0.5,21762,Winning a lottery prize,conservative,1.0,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""J26""]",1,"[""J26""]",1,Labor force non-participation,5866,conservative,+,Increase in disability insurance benefits,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000092,-,"[""J26"", ""J22""]",liberal,-,Household labor earnings,0.5,21762,Winning a lottery prize,conservative,1.0,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""J26""]",1,"[""J26""]",1,Social welfare,5866,liberal,+,Increase in disability insurance benefits,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000093,None,"[""I13"", ""J10"", ""N32""]",liberal,None,Total income,0.3333,22899,Early childhood Medicaid eligibility,conservative,0.5,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""N32""]",1,"[""N32"", ""J70""]",2,Public schooling access and quality,6418,liberal,+,NAACP litigation,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000094,-,"[""N32"", ""J51""]",conservative,-,90/10 wage ratio (men),0.5,24587,Union density,liberal,0.5,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""N32""]",1,"[""N32"", ""J70""]",2,Public schooling access and quality,6418,liberal,+,NAACP litigation,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000095,None,"[""I13"", ""J10"", ""N32""]",liberal,None,Total income,0.3333,22899,Early childhood Medicaid eligibility,conservative,0.5,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""N32""]",1,"[""N32"", ""J70""]",2,Relative Black teacher salaries,6418,liberal,+,NAACP litigation,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000096,-,"[""N32"", ""J51""]",conservative,-,90/10 wage ratio (men),0.5,24587,Union density,liberal,0.5,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""N32""]",1,"[""N32"", ""J70""]",2,Relative Black teacher salaries,6418,liberal,+,NAACP litigation,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000097,-,"[""H5"", ""J6"", ""E6"", ""D91""]",liberal,-,Job-finding rate,0.25,12639,Extended unemployment insurance benefits,conservative,0.5,0.2,jaccard_jel_similarity,cons-lib,0.2,"[""D91""]",1,"[""D31"", ""D91""]",2,Total wealth,6681,liberal,+,Pension coverage or pension value,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000098,+,"[""H31"", ""D91"", ""E21"", ""D31""]",conservative,+,Nondurable consumption in receiving quarter,0.5,17338,Fiscal stimulus payments (tax rebates),liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""D31"", ""D91""]",2,"[""D31"", ""D91""]",2,Total wealth,6681,liberal,+,Pension coverage or pension value,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000099,+,"[""F1""]",liberal,+,Labour productivity,1.0,8293,FTA tariff concessions,conservative,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""F1""]",1,"[""F1"", ""Q00""]",2,Pollution concentrations,6707,conservative,-,Trade liberalization (1% rise in GDP per capita),task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000100,-,"[""F1""]",conservative,-,Production worker employment,1.0,8293,FTA tariff concessions,liberal,0.5,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F1""]",1,"[""F1"", ""Q00""]",2,Pollution concentrations,6707,conservative,-,Trade liberalization (1% rise in GDP per capita),task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000101,-,"[""K4"", ""D8""]",liberal,-,Subsequent criminal behavior,0.5,9474,Being arrested,conservative,0.5,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""D8""]",1,"[""D8"", ""D6""]",2,Fertility,6715,liberal,+,Subsidies,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000102,-,"[""I3"", ""N3"", ""D6""]",conservative,-,Symptoms of depression,0.3333,19950,Moving-to-Opportunity program,liberal,0.5,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""D6""]",1,"[""D8"", ""D6""]",2,Fertility,6715,liberal,+,Subsidies,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000103,-,"[""K4"", ""D8""]",liberal,-,Subsequent criminal behavior,0.5,9474,Being arrested,conservative,0.5,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""D8""]",1,"[""D8"", ""D6""]",2,Labor supply,6715,conservative,-,Subsidies,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000104,-,"[""I3"", ""N3"", ""D6""]",conservative,-,Symptoms of depression,0.3333,19950,Moving-to-Opportunity program,liberal,0.5,0.25,jaccard_jel_similarity,lib-cons,0.25,"[""D6""]",1,"[""D8"", ""D6""]",2,Labor supply,6715,conservative,-,Subsidies,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000105,+,"[""G15""]",liberal,+,Firm incentives for better governance,1.0,10726,Access to global capital markets,conservative,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""G15""]",1,"[""G15"", ""F3""]",2,Credit ratings,6724,conservative,+,Market integration,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000106,-,"[""F31"", ""F3"", ""G15""]",conservative,-,SDF volatility,0.6667,27892,Market frictions,liberal,1.0,0.6667,jaccard_jel_similarity,lib-cons,0.6667,"[""F3"", ""G15""]",2,"[""G15"", ""F3""]",2,Credit ratings,6724,conservative,+,Market integration,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000107,+,"[""G15""]",liberal,+,Firm incentives for better governance,1.0,10726,Access to global capital markets,conservative,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""G15""]",1,"[""G15"", ""F3""]",2,Market capitalization to GDP,6724,conservative,+,Market integration,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000108,-,"[""F31"", ""F3"", ""G15""]",conservative,-,SDF volatility,0.6667,27892,Market frictions,liberal,1.0,0.6667,jaccard_jel_similarity,lib-cons,0.6667,"[""F3"", ""G15""]",2,"[""G15"", ""F3""]",2,Market capitalization to GDP,6724,conservative,+,Market integration,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000109,+,"[""G15""]",liberal,+,Firm incentives for better governance,1.0,10726,Access to global capital markets,conservative,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""G15""]",1,"[""G15"", ""F3""]",2,Returns volatility,6724,liberal,+,Market integration,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000110,-,"[""F31"", ""F3"", ""G15""]",conservative,-,SDF volatility,0.6667,27892,Market frictions,liberal,1.0,0.6667,jaccard_jel_similarity,lib-lib,0.6667,"[""F3"", ""G15""]",2,"[""G15"", ""F3""]",2,Returns volatility,6724,liberal,+,Market integration,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000111,-,"[""F21"", ""F23""]",liberal,-,Affiliate initial size,0.5,10337,Capital controls,conservative,0.5,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""F23""]",1,"[""F12"", ""F23""]",2,Affiliate production in host country,6773,liberal,+,Host-country trade costs,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000112,+,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,1.0,0.4,jaccard_jel_similarity,lib-lib,0.4,"[""F12"", ""F23""]",2,"[""F12"", ""F23""]",2,Affiliate production in host country,6773,liberal,+,Host-country trade costs,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000113,+,"[""Q15"", ""P48"", ""P14"", ""D23"", ""Q25""]",liberal,+,Groundwater levels,0.2,26268,Groundwater market (adjudication),conservative,0.5,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""Q25""]",1,"[""Q25"", ""Q21""]",2,Home values,6826,liberal,+,Air pollution regulation,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000114,+,"[""Q15"", ""P48"", ""P14"", ""D23"", ""Q25""]",liberal,+,Groundwater levels,0.2,26268,Groundwater market (adjudication),conservative,0.5,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""Q25""]",1,"[""Q25"", ""Q21""]",2,Particulate matter concentration,6826,liberal,-,Air pollution regulation,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000115,+,"[""Q15"", ""P48"", ""P14"", ""D23"", ""Q25""]",liberal,+,Groundwater levels,0.2,26268,Groundwater market (adjudication),conservative,0.5,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""Q25""]",1,"[""Q25"", ""Q21""]",2,Home values,6826,liberal,+,Reduction in suspended particulates,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000116,-,"[""J2"", ""J3""]",conservative,-,Relative weekly wage of high school dropouts,0.5,3761,Trade and immigration flows,liberal,0.5,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""J2""]",1,"[""N3"", ""J2""]",2,Returns to education,7126,conservative,-,Expansion of secondary schooling,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000117,-,"[""H2"", ""J2""]",liberal,-,Parenting quality,0.5,11832,Universal $5/day childcare program,conservative,0.5,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""J2""]",1,"[""N3"", ""J2""]",2,Returns to education,7126,conservative,-,Expansion of secondary schooling,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000118,-,"[""J2"", ""J3""]",conservative,-,Relative weekly wage of high school dropouts,0.5,3761,Trade and immigration flows,liberal,0.5,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""J2""]",1,"[""N3"", ""J2""]",2,Wage premium to white-collar positions,7126,conservative,-,Increase in formal education and technical training,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000119,-,"[""H2"", ""J2""]",liberal,-,Parenting quality,0.5,11832,Universal $5/day childcare program,conservative,0.5,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""J2""]",1,"[""N3"", ""J2""]",2,Wage premium to white-collar positions,7126,conservative,-,Increase in formal education and technical training,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000120,-,"[""H53"", ""I12""]",conservative,-,Aggregate unemployment rate,0.5,8336,Disability program liberalization,liberal,1.0,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""I12""]",1,"[""I12""]",1,White-minority college entry gap,7249,liberal,-,Equalization of family income distribution,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000121,-,"[""H53"", ""I12""]",liberal,-,Male high school dropout labor force participation,0.5,8336,Increase in disability recipiency,conservative,1.0,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""I12""]",1,"[""I12""]",1,White-minority college entry gap,7249,liberal,-,Equalization of family income distribution,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000122,+,"[""E62"", ""E32""]",conservative,+,Relative employment rate,1.0,17391,Relative per-capita government purchases,liberal,1.0,1.0,jaccard_jel_similarity,lib-cons,1.0,"[""E32"", ""E62""]",2,"[""E32"", ""E62""]",2,Investment spending,7269,conservative,-,Government spending increase,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000123,None,"[""E62""]",liberal,None,Government spending multiplier,1.0,18769,High unemployment state,conservative,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""E62""]",1,"[""E32"", ""E62""]",2,Investment spending,7269,conservative,-,Government spending increase,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000124,+,"[""E62"", ""E32""]",conservative,+,Relative employment rate,1.0,17391,Relative per-capita government purchases,liberal,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""E32"", ""E62""]",2,"[""E32"", ""E62""]",2,Output,7269,liberal,+,Government spending increase,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000125,None,"[""E62""]",liberal,None,Government spending multiplier,1.0,18769,High unemployment state,conservative,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""E62""]",1,"[""E32"", ""E62""]",2,Output,7269,liberal,+,Government spending increase,task2,2,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_000126,+,"[""E62"", ""E32""]",conservative,+,Relative employment rate,1.0,17391,Relative per-capita government purchases,liberal,1.0,1.0,jaccard_jel_similarity,lib-cons,1.0,"[""E32"", ""E62""]",2,"[""E32"", ""E62""]",2,Investment spending,7269,conservative,-,Net tax increase,task2,2,side_capped_jel_similarity
